Jurisdiction ID,Jurisdiction Name,County,Measure Name,Measure Year,Election Type,Election Date,Measure Type,Measure Topic,Threshold,Pass/Fail,Yes Votes,No Votes,Yes %,No %,Total Votes,Turnout Rate %
2692,Lemon Grove,San Diego,Measure CC,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,8445,5058,62.5,37.5,13503,91.6
2692,Lemon Grove,San Diego,Measure EE,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,8743,4814,64.5,35.5,13557,91.9
2692,Lemon Grove,San Diego,Measure Q,2022,general,2022-11-08,GO Bond,Education,Fifty-five,Pass,5983,2640,69.4,30.6,8623,90.7
2692,Lemon Grove,San Diego,Measure R,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Pass,4323,1693,71.9,28.1,6016,92.7
2693,Mountain Empire Unified,San Diego,Measure B,2024,general,2024-03-05,GO Bond,Education,Fifty-five,Fail,1533,1616,48.7,51.3,3149,51.7
2693,Mountain Empire Unified,San Diego,Measure JJ,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Pass,2332,1878,55.4,44.6,4210,93.6
2693,Mountain Empire Unified,San Diego,Measure G,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Fail,2037,2455,45.3,54.7,4492,
2693,Mountain Empire Unified,San Diego,Measure G,2012,general,2012-06-05,GO Bond,Education: Bonds,Fifty-five,Fail,1352,1137,54.3,45.7,2489,
2694,National Elementary,San Diego,Measure HH,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,11772,2386,83.1,16.9,14158,92.9
2694,National Elementary,San Diego,Measure N,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Pass,4620,1259,78.6,21.4,5879,90.9
2695,Poway Unified,San Diego,Measure P,2020,general,2020-03-03,GO Bond,Education: Bonds,Fifty-five,Fail,32836,32375,50.4,49.6,65211,56.3
2696,Ramona City Unified,San Diego,Measure GG,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Fail,8460,10139,45.5,54.5,18599,93.6
2696,Ramona City Unified,San Diego,Measure Q,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Fail,4802,5488,46.7,53.3,10290,100.2
2696,Ramona City Unified,San Diego,Measure R,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Fail,7737,7551,50.6,49.4,15288,
2698,San Diego Unified,San Diego,Measure U,2022,general,2022-11-08,GO Bond,Education,Fifty-five,Pass,199223,105712,65.3,34.7,304935,95.1
2698,San Diego Unified,San Diego,Measure YY,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Pass,224262,120311,65.1,34.9,344573,91.3
2699,San Dieguito Union High,San Diego,Measure AA,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,43627,34947,55.5,44.5,78574,
2701,Santee,San Diego,Measure NN,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Fail,15580,14167,52.4,47.6,29747,92.7
2701,Santee,San Diego,Measure S,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Pass,13778,8935,60.7,39.3,22713,92.0
2702,San Ysidro Elementary,San Diego,Measure KK,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,3554,2007,63.9,36.1,5561,43.4
2702,San Ysidro Elementary,San Diego,Measure LL,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,3537,2045,63.4,36.6,5582,43.6
2702,San Ysidro Elementary,San Diego,Measure MM,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,4977,1408,77.9,22.1,6385,49.8
2702,San Ysidro Elementary,San Diego,Measure T,2020,general,2020-03-03,GO Bond,Education: Bonds,Fifty-five,Pass,3555,1517,70.1,29.9,5072,37.1
2702,San Ysidro Elementary,San Diego,Measure U,2020,general,2020-03-03,GO Bond,Education: Bonds,Fifty-five,Pass,3492,1576,68.9,31.1,5068,37.1
2703,Solana Beach Elementary,San Diego,Measure JJ,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,11776,6135,65.7,34.3,17911,86.6
2704,South Bay Union,San Diego,Measure PP,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,16034,8259,66.0,34.0,24293,92.1
2704,South Bay Union,San Diego,Measure QQ,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,16523,7906,67.6,32.4,24429,92.6
2704,South Bay Union,San Diego,Measure NN,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Pass,12464,5810,68.2,31.8,18274,92.9
2704,South Bay Union,San Diego,Measure Y,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,14123,4477,75.9,24.1,18600,
2706,Sweetwater Union High,San Diego,Measure RR,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,107629,68400,61.1,38.9,176029,92.6
2706,Sweetwater Union High,San Diego,Measure DD,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Pass,86510,38603,69.1,30.9,125113,94.1
2707,Vallecitos Elementary,San Diego,Measure O,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Fail,299,260,53.5,46.5,559,97.0
2708,Vista Unified,San Diego,Measure LL,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Pass,32661,18203,64.2,35.8,50864,93.4
2709,Carlsbad Unified,San Diego,Measure HH,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Pass,21416,12844,62.5,37.5,34260,92.0
2710,Oceanside Unified,San Diego,Measure W,2020,general,2020-11-03,GO Bond,Education: Bonds,Fifty-five,Pass,34514,21898,61.2,38.8,56412,94.0
2711,San Marcos Unified,San Diego,Measure JJ,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,32919,24064,57.8,42.2,56983,94.3
2712,Warner Unified,San Diego,Measure TT,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,716,414,63.4,36.6,1130,95.0
2713,Valley Center-Pauma Unified,San Diego,Measure SS,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Fail,6422,7243,47.0,53.0,13665,93.3
2714,Bonsall Unified,San Diego,Measure V,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Fail,5119,5536,48.0,52.0,10655,94.4
2714,Bonsall Unified,San Diego,Measure EE,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Fail,3321,4491,42.5,57.5,7812,93.1
2714,Bonsall Unified,San Diego,Measure DD,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Fail,4204,4099,50.6,49.4,8303,96.5
5204,Grossmont-Cuyamaca Community College,San Diego,Measure X,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Fail,97061,83366,53.8,46.2,180427,90.4
5204,Grossmont-Cuyamaca Community College,San Diego,Measure V,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,95802,68752,58.2,41.8,164554,
5206,MiraCosta Community College,San Diego,Measure MM,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,104493,62992,62.4,37.6,167485,92.9
5206,MiraCosta Community College,San Diego,Measure EE,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Fail,80929,66654,54.8,45.2,147583,
5208,San Diego Community College,San Diego,Measure HH,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,256983,166782,60.6,39.4,423765,91.6
5209,Southwestern Community College,San Diego,Measure SW,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,108970,75636,59.0,41.0,184606,92.9
5209,Southwestern Community College,San Diego,Measure Z,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,115479,48411,70.5,29.5,163890,95.2
24,San Bernardino County,San Bernardino,Measure K,2024,general,2024-11-05,Transient Occupancy Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,299182,389505,43.4,56.6,688687,90.4
24,San Bernardino County,San Bernardino,Measure W,2018,general,2018-11-06,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,23931,13002,64.8,35.2,36933,6.9
24,San Bernardino County,San Bernardino,Measure E,2016,general,2016-06-07,Property Tax,Safety: Fire,Two-thirds,Fail,425,651,39.5,60.5,1076,0.2
24,San Bernardino County,San Bernardino,Unknown Measure Type,2015,general,2015-09-01,Property Tax,Facilities: Parks & Recreation,Two-thirds,Fail,18,53,25.4,74.6,71,
24,San Bernardino County,San Bernardino,Measure A,2013,general,2013-06-18,Business Tax,,Two-thirds,Fail,35,24,59.3,40.7,59,
536,City of Adelanto,San Bernardino,Measure R,2024,general,2024-11-05,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,4747,2687,63.9,36.1,7434,92.5
536,City of Adelanto,San Bernardino,Measure U,2024,general,2024-03-05,Property Tax,General Services,Two-thirds,Fail,825,1534,35.0,65.0,2359,29.4
536,City of Adelanto,San Bernardino,Measure R,2020,general,2020-11-03,Property Tax,General Services,Two-thirds,Fail,5525,2880,65.7,34.3,8405,94.9
536,City of Adelanto,San Bernardino,Measure S,2018,general,2018-11-06,Business Tax,Land Use,Majority,Pass,3259,1303,71.4,28.6,4562,96.6
536,City of Adelanto,San Bernardino,Measure R,2016,general,2016-11-08,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,4031,1920,67.7,32.3,5951,95.6
536,City of Adelanto,San Bernardino,Measure S,2016,general,2016-11-08,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,2043,3896,34.4,65.6,5939,95.4
536,City of Adelanto,San Bernardino,Measure O,2014,general,2014-11-04,Utility Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,787,1349,36.8,63.2,2136,97.2
549,City of Apple Valley,San Bernardino,Measure P,2024,general,2024-11-05,Sales Tax,General Services,Majority,Pass,19255,10688,64.3,35.7,29943,94.9
549,City of Apple Valley,San Bernardino,Measure O,2020,general,2020-11-03,Sales Tax,General Services,Majority,Fail,10982,21565,33.7,66.3,32547,95.5
565,City of Barstow,San Bernardino,Measure F,2020,general,2020-03-03,Business Tax,General Services,Two-thirds,Fail,1767,1412,55.6,44.4,3179,42.8
565,City of Barstow,San Bernardino,Measure Q,2018,general,2018-11-06,Sales Tax,Safety,Majority,Pass,2613,1799,59.2,40.8,4412,94.4
565,City of Barstow,San Bernardino,Measure J,2017,general,2017-11-07,Sales Tax,Safety: Fire,Two-thirds,Fail,1342,715,65.2,34.8,2057,
575,City of Big Bear Lake,San Bernardino,Measure P,2022,general,2022-11-08,Transient Occupancy Tax,General Services,Majority,Pass,1044,894,53.9,46.1,1938,90.8
607,City of Chino,San Bernardino,Measure V,2024,general,2024-03-05,Sales Tax,General Services,Majority,Pass,8385,5550,60.2,39.8,13935,39.1
608,City of Chino Hills,San Bernardino,Measure M,2020,general,2020-11-03,Transient Occupancy Tax,General Services,Majority,Pass,23931,12934,64.9,35.1,36865,92.9
621,City of Colton,San Bernardino,Measure S,2022,general,2022-11-08,Sales Tax,General Services,Majority,Pass,5110,2551,66.7,33.3,7661,90.1
621,City of Colton,San Bernardino,Measure U,2018,general,2018-11-06,Business Tax,General Services,Majority,Pass,6864,3034,69.3,30.7,9898,88.3
621,City of Colton,San Bernardino,Measure V,2018,general,2018-11-06,Utility Tax,General Services,Majority,Pass,6347,3475,64.6,35.4,9822,87.6
621,City of Colton,San Bernardino,Measure T,2016,general,2016-11-08,Transient Occupancy Tax,Facilities: Parks & Recreation,Two-thirds,Fail,5512,7142,43.6,56.4,12654,88.4
678,City of Fontana,San Bernardino,Measure T,2024,general,2024-11-05,Sales Tax,General Services,Majority,Pass,34242,32237,51.5,48.5,66479,93.9
696,City of Grand Terrace,San Bernardino,Measure M,2024,general,2024-11-05,Sales Tax,General Services,Majority,Fail,2533,2728,48.1,51.9,5261,92.7
696,City of Grand Terrace,San Bernardino,Measure M,2022,general,2022-11-08,Transient Occupancy Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,1895,1765,51.8,48.2,3660,92.9
696,City of Grand Terrace,San Bernardino,Measure C,2013,general,2013-11-05,Utility Tax,,Majority,Fail,932,1432,39.4,60.6,2364,
712,City of Hesperia,San Bernardino,Measure T,2018,general,2018-11-06,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,12312,7842,61.1,38.9,20154,93.3
802,City of Montclair,San Bernardino,Measure R,2022,general,2022-11-08,Business Tax,General Services,Majority,Pass,3974,1685,70.2,29.8,5659,85.1
802,City of Montclair,San Bernardino,Measure L,2020,general,2020-11-03,Sales Tax,General Services,Majority,Pass,8419,3810,68.8,31.2,12229,85.0
817,City of Needles,San Bernardino,Measure O,2024,general,2024-11-05,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,967,356,73.1,26.9,1323,90.0
817,City of Needles,San Bernardino,Measure N,2022,general,2022-11-08,Transient Occupancy Tax,General Services,Majority,Pass,661,348,65.5,34.5,1009,93.0
817,City of Needles,San Bernardino,Measure S,2012,general,2012-11-06,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,962,224,81.1,18.9,1186,
817,City of Needles,San Bernardino,Measure T,2012,general,2012-11-06,Utility Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,599,561,51.6,48.4,1160,
830,City of Ontario,San Bernardino,Measure Q,2022,general,2022-11-08,Sales Tax,General Services,Majority,Pass,15972,14030,53.2,46.8,30002,93.5
870,City of Rancho Cucamonga,San Bernardino,Measure Q,2024,general,2024-11-05,Transient Occupancy Tax,General Services,Majority,Pass,41741,30538,57.7,42.3,72279,91.9
876,City of Redlands,San Bernardino,Measure J,2022,general,2022-11-08,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,12135,10584,53.4,46.6,22719,93.4
876,City of Redlands,San Bernardino,Measure T,2020,general,2020-11-03,Sales Tax,General Services,Majority,Pass,20552,15286,57.3,42.7,35838,95.4
880,City of Rialto,San Bernardino,Measure M,2018,general,2018-06-05,Transient Occupancy Tax,General Services,Majority,Pass,4957,3557,58.2,41.8,8514,39.7
880,City of Rialto,San Bernardino,Measure W,2013,general,2013-03-05,Utility Tax,,Majority,Pass,3050,1803,62.8,37.2,4853,
880,City of Rialto,San Bernardino,Measure V,2012,general,2012-11-06,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,3354,3594,48.3,51.7,6948,
898,City of San Bernardino,San Bernardino,Measure S,2020,general,2020-11-03,Sales Tax,General Services,Majority,Pass,33500,25545,56.7,43.3,59045,90.0
980,City of Upland,San Bernardino,Measure N,2024,general,2024-11-05,Sales Tax,General Services,Majority,Fail,11908,22307,34.8,65.2,34215,95.5
980,City of Upland,San Bernardino,Measure L,2022,general,2022-11-08,Sales Tax,General Services,Majority,Fail,10222,12697,44.6,55.4,22919,94.8
985,City of Victorville,San Bernardino,Measure P,2020,general,2020-11-03,Sales Tax,General Services,Majority,Pass,19280,19109,50.2,49.8,38389,92.3
985,City of Victorville,San Bernardino,Measure K,2017,general,2017-11-07,Sales Tax,Safety: Multiple Emergency Services,Two-thirds,Fail,3859,2397,61.7,38.3,6256,
1016,City of Yucaipa,San Bernardino,Measure S,2024,general,2024-11-05,Sales Tax,General Services,Majority,Pass,15260,10155,60.0,40.0,25415,95.9
1016,City of Yucaipa,San Bernardino,Measure E,2020,general,2020-03-03,Sales Tax,General Services,Majority,Fail,5212,9281,36.0,64.0,14493,51.7
1017,City of Yucca Valley,San Bernardino,Measure Y,2024,general,2024-11-05,Sales Tax,General Services,Majority,Pass,7130,1444,83.2,16.8,8574,93.2
1017,City of Yucca Valley,San Bernardino,Measure Z,2024,general,2024-11-05,Sales Tax,General Services: Wastewater/Sewage,Two-thirds,Pass,6994,1515,82.2,17.8,8509,92.5
1017,City of Yucca Valley,San Bernardino,Measure K,2022,general,2022-11-08,Transient Occupancy Tax,General Services,Majority,Pass,4412,1737,71.8,28.2,6149,95.9
1017,City of Yucca Valley,San Bernardino,Measure Y,2016,general,2016-11-08,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,5594,2126,72.5,27.5,7720,96.0
1017,City of Yucca Valley,San Bernardino,Measure Z,2016,general,2016-11-08,Sales Tax,General Services: Water,Two-thirds,Pass,6281,1450,81.2,18.8,7731,96.1
1017,City of Yucca Valley,San Bernardino,Measure U,2012,general,2012-11-06,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,9843,10997,47.2,52.8,20840,
2324,Muroc Joint Unified,San Bernardino,Measure B,2022,general,2022-06-07,GO Bond,Education,Fifty-five,Pass,301,194,60.8,39.2,495,58.5
2324,Muroc Joint Unified,San Bernardino,Measure M,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,959,261,78.6,21.4,1220,101.2
2339,Sierra Sands Unified,San Bernardino,Measure AA,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,9188,5781,61.4,38.6,14969,97.4
2339,Sierra Sands Unified,San Bernardino,Measure C,2022,general,2022-06-07,GO Bond,Education,Fifty-five,Fail,3024,4303,41.3,58.7,7327,64.3
2414,Mountain View Elementary,San Bernardino,Measure H,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,4840,2749,63.8,36.2,7589,74.2
2414,Mountain View Elementary,San Bernardino,Measure Z,2020,general,2020-03-03,GO Bond,Education: Bonds,Fifty-five,Fail,1790,1805,49.8,50.2,3595,27.2
2414,Mountain View Elementary,San Bernardino,Measure M,2020,general,2020-03-03,GO Bond,Education: Bonds,Two-thirds,Pass,3202,1407,69.5,30.5,4609,34.9
2414,Mountain View Elementary,San Bernardino,Measure SS,2016,general,2016-11-08,GO Bond,Education,Two-thirds,Pass,7492,1168,86.5,13.5,8660,87.5
2414,Mountain View Elementary,San Bernardino,Measure W,2015,general,2015-04-14,GO Bond,Education,Two-thirds,Pass,16,2,88.9,11.1,18,
2597,Beaumont Unified,San Bernardino,Measure E,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Fail,13165,11619,53.1,46.9,24784,37.4
2597,Beaumont Unified,San Bernardino,Measure B,2020,general,2020-03-03,GO Bond,Education: Bonds,Fifty-five,Fail,5208,10420,33.3,66.7,15628,49.6
2643,Alta Loma Elementary,San Bernardino,Measure G,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Fail,14258,12619,53.0,47.0,26877,93.1
2643,Alta Loma Elementary,San Bernardino,Measure H,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,13495,11029,55.0,45.0,24524,93.6
2644,Barstow Unified,San Bernardino,Measure F,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,5776,2776,67.5,32.5,8552,96.9
2646,Central Elementary,San Bernardino,Measure N,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Pass,4140,2030,67.1,32.9,6170,95.4
2647,Chaffey Joint Union High,San Bernardino,Measure P,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,70026,40070,63.6,36.4,110096,
2648,Chino Valley Unified,San Bernardino,Measure G,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,34168,26861,56.0,44.0,61029,95.0
2649,Colton Joint Unified,San Bernardino,Measure BB,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,22285,10213,68.6,31.4,32498,91.5
2651,Etiwanda Elementary,San Bernardino,Measure I,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,21387,11427,65.2,34.8,32814,93.7
2652,Fontana Unified,San Bernardino,Measure I,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,31780,16064,66.4,33.6,47844,89.1
2654,Morongo Unified,San Bernardino,Measure C,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,12789,8399,60.4,39.6,21188,90.1
2654,Morongo Unified,San Bernardino,Measure C,2020,general,2020-03-03,GO Bond,Education: Bonds,Fifty-five,Fail,5663,8348,40.4,59.6,14011,53.8
2654,Morongo Unified,San Bernardino,Measure O,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Fail,9337,7670,54.9,45.1,17007,95.5
2657,Ontario-Montclair,San Bernardino,Measure K,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,30996,8644,78.2,21.8,39640,94.2
2659,Redlands Unified,San Bernardino,Measure D,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,34440,22010,61.0,39.0,56450,93.9
2660,Rialto Unified,San Bernardino,Measure A,2022,general,2022-11-08,GO Bond,Education,Fifty-five,Pass,12960,5738,69.3,30.7,18698,95.2
2661,Rim of the World Unified,San Bernardino,Measure E,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,8033,5151,60.9,39.1,13184,94.5
2661,Rim of the World Unified,San Bernardino,Measure A,2020,general,2020-03-03,GO Bond,Education: Bonds,Fifty-five,Fail,4517,4926,47.8,52.2,9443,58.3
2662,San Bernardino City Unified,San Bernardino,Measure N,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,34902,13971,71.4,28.6,48873,
2664,Victor Elementary,San Bernardino,Measure D,2020,general,2020-03-03,GO Bond,Education: Bonds,Fifty-five,Fail,6955,6990,49.9,50.1,13945,40.3
2665,Victor Valley Union High,San Bernardino,Measure A,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,31603,15243,67.5,32.5,46846,93.7
2665,Victor Valley Union High,San Bernardino,Measure X,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,31311,14582,68.2,31.8,45893,91.7
2666,Yucaipa-Calimesa Joint Unified,San Bernardino,Measure O,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Fail,10786,10364,51.0,49.0,21150,
2669,Snowline Joint Unified,San Bernardino,Measure J,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,9083,6531,58.2,41.8,15614,90.0
2669,Snowline Joint Unified,San Bernardino,Measure L,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Fail,3399,4040,45.7,54.3,7439,98.9
2670,Hesperia Unified,San Bernardino,Measure M,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Fail,4970,7920,38.6,61.4,12890,97.9
2670,Hesperia Unified,San Bernardino,Measure Y,2013,general,2013-06-11,GO Bond,,Two-thirds,Pass,176,11,94.1,5.9,187,
5235,Kern Community College,San Bernardino,Measure J,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,159907,85519,65.2,34.8,245426,93.6
5264,Chaffey Community College,San Bernardino,Measure P,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Pass,126808,88086,59.0,41.0,214894,94.7
5267,Palo Verde Community College,San Bernardino,Measure P,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Pass,2047,1387,59.6,40.4,3434,98.4
5270,San Bernardino Community College,San Bernardino,Measure CC,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Pass,110825,65080,63.0,37.0,175905,97.5
564,City of Banning,Riverside,Measure I,2022,general,2022-11-08,Utility Tax,General Services,Majority,Fail,2450,5650,30.2,69.8,8100,89.2
564,City of Banning,Riverside,Measure L,2020,general,2020-11-03,Business Tax,General Services,Majority,Pass,8042,3687,68.6,31.4,11729,87.5
564,City of Banning,Riverside,Measure P,2018,general,2018-11-06,Utility Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,3983,4175,48.8,51.2,8158,85.4
564,City of Banning,Riverside,Measure O,2018,general,2018-11-06,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,5062,3116,61.9,38.1,8178,85.6
564,City of Banning,Riverside,Measure N,2018,general,2018-11-06,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,5031,3178,61.3,38.7,8209,85.9
564,City of Banning,Riverside,Measure J,2014,general,2014-11-04,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,3445,3048,53.1,46.9,6493,94.1
564,City of Banning,Riverside,Measure E,2014,general,2014-06-03,Transient Occupancy Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,3444,713,82.8,17.2,4157,60.2
579,City of Blythe,Riverside,Measure K,2020,general,2020-05-05,Sales Tax,General Services,Majority,Pass,1017,418,70.9,29.1,1435,37.0
579,City of Blythe,Riverside,Measure D,2018,general,2018-06-05,Business Tax,General Services,Majority,Pass,1235,234,84.1,15.9,1469,57.7
579,City of Blythe,Riverside,Measure W,2014,general,2014-11-04,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,671,1185,36.2,63.8,1856,97.8
579,City of Blythe,Riverside,Measure X,2014,general,2014-11-04,Transient Occupancy Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,836,999,45.6,54.4,1835,96.7
579,City of Blythe,Riverside,Measure Z,2014,general,2014-11-04,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,835,1010,45.3,54.7,1845,97.3
597,City of Canyon Lake,Riverside,Measure Z,2024,general,2024-11-05,Sales Tax,Safety: Multiple Emergency Services,Majority,Fail,3228,3253,49.8,50.2,6481,94.2
597,City of Canyon Lake,Riverside,Measure S,2018,general,2018-11-06,Utility Tax,Safety,Majority,Pass,3507,1056,76.9,23.1,4563,89.7
597,City of Canyon Lake,Riverside,Measure DD,2014,general,2014-11-04,Utility Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,1540,1492,50.8,49.2,3032,96.3
597,City of Canyon Lake,Riverside,Measure D,2013,general,2013-11-05,Miscellaneous Tax,,Two-thirds,Fail,1277,1254,50.5,49.5,2531,
603,City of Cathedral City,Riverside,Measure W,2024,general,2024-11-05,Sales Tax,General Services,Majority,Pass,13450,4839,73.5,26.5,18289,94.1
603,City of Cathedral City,Riverside,Measure K,2022,general,2022-11-08,Property Tax,Facilities: Parks & Recreation,Two-thirds,Fail,6980,5808,54.6,45.4,12788,93.7
603,City of Cathedral City,Riverside,Measure P,2016,general,2016-11-08,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,10605,3301,76.3,23.7,13906,88.4
603,City of Cathedral City,Riverside,Measure N,2014,general,2014-11-04,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,5765,2279,71.7,28.3,8044,94.5
603,City of Cathedral City,Riverside,Measure B,2014,general,2014-06-03,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,3645,1846,66.4,33.6,5491,64.5
617,City of Coachella,Riverside,Measure Y,2024,general,2024-11-05,Transient Occupancy Tax,General Services,Majority,Pass,4559,4198,52.1,47.9,8757,95.8
617,City of Coachella,Riverside,Measure II,2016,general,2016-11-08,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,5950,1309,82.0,18.0,7259,94.1
617,City of Coachella,Riverside,Measure U,2014,general,2014-11-04,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,1605,1562,50.7,49.3,3167,89.7
628,City of Corona,Riverside,Measure G,2022,general,2022-11-08,Business Tax,General Services,Majority,Pass,23916,14982,61.5,38.5,38898,96.3
628,City of Corona,Riverside,Measure X,2020,general,2020-11-03,Sales Tax,General Services,Majority,Pass,33854,32027,51.4,48.6,65881,93.3
646,City of Desert Hot Springs,Riverside,Measure P,2024,general,2024-11-05,Sales Tax,General Services,Majority,Pass,6272,1726,78.4,21.6,7998,94.3
646,City of Desert Hot Springs,Riverside,Measure B,2017,general,2017-11-07,Property Tax,Safety,Two-thirds,Pass,1672,552,75.2,24.8,2224,
646,City of Desert Hot Springs,Riverside,Measure C,2017,general,2017-11-07,Utility Tax,Safety: Multiple Emergency Services,Two-thirds,Pass,1692,535,76.0,24.0,2227,
646,City of Desert Hot Springs,Riverside,Measure HH,2014,general,2014-11-04,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,2102,1000,67.8,32.2,3102,91.7
646,City of Desert Hot Springs,Riverside,Measure F,2014,general,2014-06-03,Property Tax,Safety,Two-thirds,Fail,1446,906,61.5,38.5,2352,69.6
709,City of Hemet,Riverside,Measure N,2024,general,2024-11-05,Transient Occupancy Tax,General Services,Majority,Pass,21961,6974,75.9,24.1,28935,94.4
